Object ID;Bike route name;Street name;Bikeway type;Subtype;Status;Street segment type;Overall direction;Bikeway direction;Vehicle direction;Speed limit;Surface type;AAA Network;AAA segment;W/N bound type;E/S bound type;Snow removal;Segment length;Year of construction;Construction note;Upgrade year;Notes;Geom;geo_point_2d
203;Balaclava;Carnarvon;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;52.76611443;2009;;;;[-123.17297398256865,49.24469723843745] [-123.17297877542924,49.24422265051169] [-123.17297878214487,49.24422260642498];49.2444599221781,-123.17297637922441
204;Balaclava;Carnarvon;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;52.75049386;2009;;;;[-123.1729931703347,49.24279897732553] [-123.17299797008056,49.24232448548098];49.242561731403256,-123.17299557020763
205;Midtown;Earles;Shared Lanes;;Active;Sec Arterial;NS;2W;2W;50;Paved;NO;NO;Shared Lanes;Shared Lanes;Yes;46.88775736;1998;Painted shared-2008;;;[-123.04268767045149,49.24401474212325] [-123.04302164787471,49.243654083819465];49.24383441297135,-123.0428546591631
206;22nd Ave;E 22nd Ave;Painted Lanes;NB;Active;Collector;EW;2W;2W;50;Paved;NO;NO;Painted Lanes;Painted Lanes;Yes;50.97933802;2009;;;;[-123.04961576008472,49.250660518729475] [-123.04900910314417,49.25065602818801] [-123.04900906328986,49.25065602280777] [-123.04891530805116,49.250657174350465];49.25065804913847,-123.04926553198585
207;22nd Ave;E 22nd Ave;Painted Lanes;NB;Active;Collector;EW;2W;2W;50;Paved;NO;NO;Painted Lanes;Painted Lanes;Yes;44.15505709;2009;;;;[-123.05022249540902,49.25066089523379] [-123.05022245556005,49.250660895251116] [-123.04961576008472,49.250660518729475];49.25066070700265,-123.04991912774686
208;22nd Ave;E 22nd Ave;Painted Lanes;NB;Active;Collector;EW;2W;2W;50;Paved;NO;NO;Painted Lanes;Painted Lanes;Yes;132.8872144;2009;;;;[-123.04891530805116,49.250657174350465] [-123.04727478365832,49.250642711123795] [-123.0470894679645,49.250641075912654];49.25064912577255,-123.04800238800217
209;41st Ave;W 41st Ave;Painted Lanes;NB;Active;Arterial;EW;OW;2W;50;Paved;NO;NO;Local Street;Painted Lanes;Yes;27.70333567;2009;OW bikeway on map;;;[-123.11619221901425,49.2335434428296] [-123.11657223377759,49.2335565357749];49.23354998930224,-123.11638222639593
210;41st Ave;W 41st Ave;Painted Lanes;NB;Active;Arterial;EW;OW;2W;50;Paved;NO;NO;Local Street;Painted Lanes;Yes;53.16480414;2009;OW bikeway on map;;;[-123.11713306734266,49.233575856088116] [-123.11786234279664,49.233601010776766];49.233588433432445,-123.11749770506965
211;41st Ave;W 41st Ave;Painted Lanes;NB;Active;Arterial;EW;OW;2W;50;Paved;NO;NO;Local Street;Painted Lanes;Yes;33.12278491;2009;OW bikeway on map;;;[-123.12089607422804,49.23370589435878] [-123.12135044652868,49.23372134945002];49.2337136219044,-123.12112326037837
212;Ontario;Ontario;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;Yes;58.37309276;1995;year const- Peter Stary;;;[-123.10494096058012,49.249914216305825] [-123.10494998021497,49.24971787647817] [-123.10495696084921,49.24956570416508] [-123.10496013208352,49.24949629050711] [-123.10496499360204,49.249389373306904];49.24965179591026,-123.10495300123365
213;Ontario;Ontario;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;Yes;100.0823652;1995;year const- Peter Stary;;;[-123.10503776483716,49.24775032149061] [-123.10505099750556,49.24731097157863] [-123.10507133231374,49.2468503360514];49.24730027029564,-123.10505297369815
214;Ontario;Ontario;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;Yes;75.00136145;1995;year const- Peter Stary;;;[-123.10472471913906,49.254667664089816] [-123.10474735019523,49.254217186331225] [-123.10475684083985,49.253993340652336];49.25433052946126,-123.10474136487159
215;10th Ave;W 10th Ave;Local Street;;Active;Residential;EW;CFlow;OW;30;Paved;NO;NO;Local Street;Local Street;Yes;41.70233126;2004;year const- Peter Stary;;;[-123.10493460887065,49.262079970843686] [-123.10436164982119,49.26206992851722];49.26207494968045,-123.10464812934592
216;SW Marine;SW Marine Drive;Painted Lanes;PBT;Active;Arterial;EW;2W;2W;50;Paved;NO;NO;Painted Lanes;Painted Lanes;Yes;41.26814877;1997;upgrade to wide paint;2017;;[-123.18326113692225,49.23016355057369] [-123.18328341722145,49.23016434458924] [-123.18335591670503,49.23016773679202] [-123.18342819119013,49.23017193888021] [-123.18350035605647,49.23017695067095] [-123.18357242228922,49.23018277034797] [-123.18357901476965,49.23018337964527] [-123.18364435557027,49.23018940246361] [-123.18371602021404,49.23019692549269] [-123.18371607655202,49.23019693169977] [-123.18378746130384,49.23020527279903] [-123.18382309802057,49.23020980278144];49.230182440291664,-123.18354246721827
217;Cypress;Cypress;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;51.17134077;1996;year const- Peter Stary;;;[-123.14826891121878,49.259986904391546] [-123.1482858913859,49.2595267809937] [-123.14828589264435,49.25952674231267];49.25975682335503,-123.14827740201595
218;Cypress;Cypress;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;18.86076586;1996;year const- Peter Stary;;;[-123.148296833255,49.25923573757108] [-123.14830321600694,49.259066132693256];49.259150935132176,-123.14830002463097
219;Seaside;Off Street;Protected Bike Lanes;OSB;Active;Off-street;EW;2W;Off Street;;Paved;YES;YES;Protected Bike Lanes;Protected Bike Lanes;Yes;337.1942284;1990;;;;[-123.13237703876733,49.29351651837265] [-123.1325504568675,49.29361669748041] [-123.1325504871794,49.29361671813451] [-123.13262318455246,49.29367075770504] [-123.13269001805537,49.29372796396245] [-123.13278978681524,49.29384484491004] [-123.1328875511388,49.29393062461066] [-123.13288758971251,49.29393064885321] [-123.13301530460532,49.293997574325886] [-123.13352166368124,49.294206794371576] [-123.13369984355126,49.29429876625462] [-123.1338347840025,49.29441813952763] [-123.13387171107998,49.29447848665485] [-123.13389058568542,49.2945093523648] [-123.13402866522247,49.294652910651756] [-123.13424269909154,49.29474871161795] [-123.13445389648402,49.29480153302116] [-123.13457724374138,49.294829621645576] [-123.1346686727779,49.29484318867473] [-123.13476546370015,49.29485755174679] [-123.1350460428333,49.294875385421356] [-123.13504608272763,49.29487538897278] [-123.13531434052074,49.29489324359036] [-123.13548201352168,49.29491409580381] [-123.13548206168777,49.29491410654153] [-123.13563818699674,49.29495932375903] [-123.13580856127898,49.295074202315476] [-123.1358086150158,49.29507423823295] [-123.13586437852962,49.295230030889776];49.294472854417776,-123.13410517004546
220;Seaside;Off Street;Protected Bike Lanes;OSB;Active;Off-street;EW;2W;Off Street;;Paved;YES;YES;Protected Bike Lanes;Protected Bike Lanes;Yes;197.3826273;1990;;;;[-123.13361916239536,49.2748076917031] [-123.13264902464722,49.27417917676533] [-123.13202958105047,49.27377979452762] [-123.13168866398588,49.273559964195336];49.27418330487096,-123.13265425126843
221;Seaside;Off Street;Protected Bike Lanes;OSB;Active;Off-street;EW;2W;Off Street;;Paved;YES;YES;Protected Bike Lanes;Protected Bike Lanes;Yes;386.3655319;1990;;;;[-123.12474266067973,49.27208992087655] [-123.12463001153799,49.27209993535083] [-123.12431792002238,49.27209037864327] [-123.12402099234868,49.27211623868402] [-123.12367441643822,49.272187477892615] [-123.12353134360409,49.27218052653804] [-123.12335126553084,49.272106973626755] [-123.12159723090632,49.27096577571894] [-123.12154071899317,49.270940294219756] [-123.12148877213174,49.270927578371754] [-123.12120041411583,49.270932108045116] [-123.12115497010517,49.27093647249858] [-123.12110086747761,49.27096908552511] [-123.12049732279075,49.27137095707186];49.27159158793368,-123.12256348209797
222;Seaside Bypass;Lamey's Mill Rd;Local Street;;Active;Residential;EW;2W;2W;50;Paved;NO;NO;Local Street;Local Street;Yes;108.6574781;1990;;;;[-123.13531665652033,49.26751923093567] [-123.13545764103993,49.267556985008454] [-123.13549684549031,49.267567628037845] [-123.13549688813394,49.267567639681594] [-123.13554091839653,49.26758016962704] [-123.13555869235199,49.267585453245594] [-123.13558469016226,49.267593164910885] [-123.13562813764023,49.267606693974265] [-123.13567113438101,49.267620760564] [-123.13571378873489,49.26763527640043] [-123.13575599626743,49.26765025330036] [-123.13575604029812,49.26765026943999] [-123.13579788087601,49.26766575858268] [-123.13583927879006,49.26768172047865] [-123.13586535285032,49.267692136848034] [-123.13588034532701,49.26769813520809] [-123.13592086601736,49.2677149895308] [-123.1359609978224,49.2677323777123] [-123.13596103360331,49.26773239296205] [-123.13600064411004,49.267750149646865] [-123.1360397929052,49.267768449272275] [-123.1360785017329,49.26778720096162] [-123.13611183034669,49.267803902673165] [-123.13611662186743,49.26780630594336] [-123.13615422508886,49.26782587387488] [-123.13619134156646,49.26784587863511] [-123.1362278762914,49.26786626096815] [-123.13622792585292,49.267866288794835] [-123.13626394643234,49.26788714037255] [-123.13626398773653,49.2678871646109] [-123.13629940582862,49.26790835150948] [-123.13629974584234,49.26790853011288] [-123.13638126588702,49.26795906790431] [-123.13646144696146,49.26801049684454] [-123.13654023965783,49.26806284487986];49.26775152427193,-123.1359461014181
223;Seaside Bypass;W 2nd Ave;Local Street;;Active;Residential;EW;2W;2W;50;Paved;NO;NO;Local Street;Local Street;Yes;86.05877029;1990;;;;[-123.13799374256642,49.26934590875172] [-123.13799376599762,49.26934593121174] [-123.13800888282202,49.26935336208074] [-123.13842006789692,49.26955575332162] [-123.13863501077437,49.269607477075425] [-123.13887419838275,49.26965476544351] [-123.1390421103191,49.269674626395975];49.269549133549205,-123.13850573413856
224;Seaside Bypass;W 1st Ave;Local Street;;Active;Residential;EW;2W;2W;50;Paved;NO;NO;Local Street;Local Street;No;172.4524229;1990;;;;[-123.1431291874376,49.270623847325155] [-123.14549913453304,49.270660985181124];49.27064241625314,-123.14431416098532
225;Seaside Bypass;W 1st Ave;Local Street;;Active;Residential;EW;2W;2W;50;Paved;NO;NO;Local Street;Local Street;Yes;69.350672;1990;;;;[-123.1454991757753,49.270660986028695] [-123.14645216748906,49.270676352103] [-123.14645221972859,49.27067635293629];49.27066866948701,-123.14597569775188
226;Seaside Bypass;Fir;Local Street;;Active;Residential;EW;2W;2W;50;Paved;NO;NO;Local Street;Local Street;No;99.20592523;1990;;;;[-123.14149277579656,49.27089581765575] [-123.14106310880538,49.27053265282217] [-123.14106306745046,49.27053261239428] [-123.1408296373547,49.27026556618119] [-123.14082960974149,49.270265523937404] [-123.14077556706106,49.27014530061725] [-123.14077555320459,49.270145261954774];49.27054372648327,-123.14110608014957
227;Seaside Bypass;Moberly Rd;Local Street;;Active;Residential;EW;2W;2W;50;Paved;NO;NO;Local Street;Local Street;No;119.8965605;1990;;;;[-123.11788708107032,49.26701668803088] [-123.11789036090477,49.26701559356655] [-123.11790563661546,49.267011087575035] [-123.11792095534611,49.26700675424544] [-123.11792789813045,49.26700498140155] [-123.11793657594808,49.26700277591617] [-123.11795222033521,49.266998973866414] [-123.11796818017886,49.26699545933889] [-123.1179800067357,49.26699310041548] [-123.1179840267538,49.26699228944105] [-123.11799899332587,49.26698957649646] [-123.11799904415645,49.26698956475078] [-123.11810934329111,49.26697139688628] [-123.11851076816627,49.26690523992065] [-123.11869552653816,49.26687334308307] [-123.11882414649455,49.26685113755702] [-123.11905521651175,49.2667886654921] [-123.11942819523776,49.26665308448996];49.26686167683939,-123.11866465390992
228;Seaside Bypass;Charleson;Local Street;;Active;Residential;EW;2W;2W;50;Paved;NO;YES;Local Street;Local Street;Yes;82.11020036;1990;2017- rd became bus+bike only;2017;;[-123.12058931317742,49.26618200060824] [-123.1217178641928,49.266190800125];49.26618640036662,-123.12115358868509
229;Central Valley;Off Street;Protected Bike Lanes;OSB;Active;Off-street;EW;BD;Off Street;;Paved;NO;YES;Protected Bike Lanes;Protected Bike Lanes;Yes;21.35966738;2003;Updrade to Off Street 2014;;;[-123.06614674928612,49.262292019002665] [-123.06604330825702,49.26225052571872] [-123.06589643445255,49.262191632506195];49.26224182179338,-123.06602159345792
230;Dumfries;Dumfries;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;194.0191581;2012;;;;[-123.07346951412435,49.24537732929141] [-123.07353092635499,49.24363257180186] [-123.07353092082062,49.24363254571919];49.244504937223205,-123.0735002207086
231;Dumfries;Fleming;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;49.63882052;2012;;;;[-123.07193717465309,49.25253221436451] [-123.07195238635066,49.25208581338076];49.25230901387263,-123.07194478050187
232;Dumfries;E 20th Ave;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;75.51972898;2012;;;;[-123.07297463047327,49.252548591690456] [-123.07193717465309,49.25253221436451];49.25254040302748,-123.07245590256318
233;Dumfries;Dumfries;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;105.1570358;2012;;;;[-123.07282181609322,49.25648041828066] [-123.07286123305568,49.25553486033003];49.256007639305345,-123.07284152457444
234;Dumfries;Dumfries;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;93.66338066;2012;;;;[-123.07286123305568,49.25553486033003] [-123.07289591401263,49.25469264407114];49.255113752200586,-123.07287857353415
235;Sunrise;Vivian St;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;50.27715706;1998;year const- unknown source;;;[-123.05012858754866,49.228452646372105] [-123.05012860124165,49.22845260498797] [-123.05015159335032,49.228000675865324] [-123.05015160155749,49.22800064257931];49.22822664507445,-123.0501400970592
236;Sunrise;Vivian St;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;20.42314778;1998;year const- unknown source;;;[-123.0504608642611,49.222069242719016] [-123.05047030967454,49.22188563524981];49.22197743898441,-123.05046558696782
237;Sunrise;Vivian St;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;90.55873228;1998;year const- unknown source;;;[-123.05047030967454,49.22188563524981] [-123.05051215399865,49.22107152702002] [-123.05051215534077,49.22107149643551];49.221478565848116,-123.05049123262229
238;Sunrise;Vivian St;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;95.36467101;1998;year const- unknown source;;;[-123.05051215534077,49.22107149643551] [-123.05053157616022,49.22068210334477] [-123.0505543414167,49.220214110771884];49.22064281002765,-123.05053337878896
239;Ridgeway;Discovery;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;50.286813;2013;;;;[-123.20300677907598,49.26418559545855] [-123.20302225595174,49.26373336998905];49.2639594827238,-123.20301451751385
240;Ridgeway;Discovery;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;50.22078234;2013;;;;[-123.20303871633159,49.2632626378023] [-123.20305427618734,49.26281100759302];49.26303682269766,-123.20304649625947
241;Ridgeway;Discovery;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;50.20693882;2013;;;;[-123.20310212332376,49.26145534469633] [-123.20311765647921,49.26100383851707];49.2612295916067,-123.20310988990148
242;Ridgeway;Discovery;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;50.26842676;2013;;;;[-123.20311765647921,49.26100383851707] [-123.2031334619854,49.26055178311314];49.2607778108151,-123.2031255592323
243;Ridgeway;W 15th Ave;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;221.2681081;2013;;;;[-123.2031810007955,49.25919567942596] [-123.2001408797614,49.25914878643915];49.259172232932556,-123.20166094027846
244;Ridgeway;Camosun;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;50.21276106;2013;;;;[-123.19710170320174,49.2591029182605] [-123.19711719400674,49.25865135882827];49.258877138544385,-123.19710944860424
245;Ridgeway;Camosun;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;55.69390349;2013;;;;[-123.19656640838714,49.25752736397315] [-123.19657057847134,49.257026394109296];49.25727687904123,-123.19656849342924
246;4th Ave;W 4th Ave;Painted Lanes;NB;Active;Arterial;EW;2W;2W;50;Paved;NO;NO;Painted Lanes;Painted Lanes;No;336.0698978;2006;;;;[-123.21502422046723,49.26910383515301] [-123.21639891931811,49.26912530117968] [-123.21651760158137,49.26912669887802] [-123.21651766206794,49.269126699664184] [-123.21680561555216,49.26912767989818] [-123.21709351465756,49.26912534928143] [-123.21738128811954,49.2691197700153] [-123.21766892729354,49.26911086475823] [-123.21767185735736,49.26911072431027] [-123.2182364038405,49.2690835804889] [-123.21824325759393,49.26908325091226] [-123.21844786070287,49.26906982931782] [-123.21852983274312,49.269064452595295] [-123.21861623236015,49.2690578225011] [-123.21881582741631,49.2690425072445] [-123.21910112804575,49.26901723517541] [-123.21923690965289,49.26900359095399] [-123.21937515907116,49.26898973949536] [-123.21937598483163,49.26898965337261] [-123.21962878933218,49.26896227924674];49.26908886070235,-123.21732859126912
